Item Index,Item Name,File,Offset,Value (HEX),Value,Notes
43,Rune Armlet,btltbl.bin,1DA3,07,7,???
43,Rune Armlet,btltbl.bin,1DA4,00 00,0,???
43,Rune Armlet,btltbl.bin,1DA6,1A 00,26,???
43,Rune Armlet,btltbl.bin,1DA8,00 00,0,Buy Price
43,Rune Armlet,btltbl.bin,1DAA,64 00,100,Sell Price
43,Rune Armlet,btltbl.bin,1DAC,10 E3,58128,???
43,Rune Armlet,btltbl.bin,1DAE,00 00,0,???
43,Rune Armlet,btltbl.bin,1DB0,44 04 00 00,1092,Sort Order
44,Atlas Armlet,btltbl.bin,1DB4,4A 00,74,Item Name
44,Atlas Armlet,btltbl.bin,1DB6,01,1,Item Icon
44,Atlas Armlet,btltbl.bin,1DB7,07,7,???
44,Atlas Armlet,btltbl.bin,1DB8,00 00,0,???
44,Atlas Armlet,btltbl.bin,1DBA,1B 00,27,???
44,Atlas Armlet,btltbl.bin,1DBC,00 00,0,Buy Price
44,Atlas Armlet,btltbl.bin,1DBE,96 00,150,Sell Price
44,Atlas Armlet,btltbl.bin,1DC0,48 E3,58184,???
44,Atlas Armlet,btltbl.bin,1DC2,00 00,0,???
44,Atlas Armlet,btltbl.bin,1DC4,45 04 00 00,1093,Sort Order
45,Heartguard,btltbl.bin,1DC8,4B 00,75,Item Name
45,Heartguard,btltbl.bin,1DCA,01,1,Item Icon
45,Heartguard,btltbl.bin,1DCB,07,7,???
45,Heartguard,btltbl.bin,1DCC,00 00,0,???
45,Heartguard,btltbl.bin,1DCE,1C 00,28,???
45,Heartguard,btltbl.bin,1DD0,00 00,0,Buy Price
45,Heartguard,btltbl.bin,1DD2,FA 00,250,Sell Price
45,Heartguard,btltbl.bin,1DD4,80 E3,58240,???
45,Heartguard,btltbl.bin,1DD6,00 00,0,???
45,Heartguard,btltbl.bin,1DD8,57 04 00 00,1111,Sort Order
46,Ribbon,btltbl.bin,1DDC,4C 00,76,Item Name
46,Ribbon,btltbl.bin,1DDE,01,1,Item Icon
46,Ribbon,btltbl.bin,1DDF,07,7,???
46,Ribbon,btltbl.bin,1DE0,00 00,0,???
46,Ribbon,btltbl.bin,1DE2,1D 00,29,???
46,Ribbon,btltbl.bin,1DE4,00 00,0,Buy Price
46,Ribbon,btltbl.bin,1DE6,2C 01,300,Sell Price
46,Ribbon,btltbl.bin,1DE8,D0 E3,58320,???
46,Ribbon,btltbl.bin,1DEA,00 00,0,???
46,Ribbon,btltbl.bin,1DEC,59 04 00 00,1113,Sort Order
47,Crystal Crown,btltbl.bin,1DF0,4D 00,77,Item Name
47,Crystal Crown,btltbl.bin,1DF2,01,1,Item Icon
47,Crystal Crown,btltbl.bin,1DF3,07,7,???
47,Crystal Crown,btltbl.bin,1DF4,00 00,0,???
47,Crystal Crown,btltbl.bin,1DF6,1E 00,30,???
47,Crystal Crown,btltbl.bin,1DF8,00 00,0,Buy Price
47,Crystal Crown,btltbl.bin,1DFA,FA 00,250,Sell Price
47,Crystal Crown,btltbl.bin,1DFC,08 E4,58376,???
47,Crystal Crown,btltbl.bin,1DFE,00 00,0,???
47,Crystal Crown,btltbl.bin,1E00,58 04 00 00,1112,Sort Order
48,Brave Warrior,btltbl.bin,1E04,4E 00,78,Item Name
48,Brave Warrior,btltbl.bin,1E06,01,1,Item Icon
48,Brave Warrior,btltbl.bin,1E07,07,7,???
48,Brave Warrior,btltbl.bin,1E08,00 00,0,???
48,Brave Warrior,btltbl.bin,1E0A,1F 00,31,???
48,Brave Warrior,btltbl.bin,1E0C,00 00,0,Buy Price
48,Brave Warrior,btltbl.bin,1E0E,0A 00,10,Sell Price
48,Brave Warrior,btltbl.bin,1E10,50 E4,58448,???
48,Brave Warrior,btltbl.bin,1E12,00 00,0,???
48,Brave Warrior,btltbl.bin,1E14,B1 04 00 00,1201,Sort Order
49,Ifrit's Horn,btltbl.bin,1E18,4F 00,79,Item Name
49,Ifrit's Horn,btltbl.bin,1E1A,01,1,Item Icon
49,Ifrit's Horn,btltbl.bin,1E1B,07,7,???
49,Ifrit's Horn,btltbl.bin,1E1C,00 00,0,???
49,Ifrit's Horn,btltbl.bin,1E1E,20 00,32,???
49,Ifrit's Horn,btltbl.bin,1E20,00 00,0,Buy Price
49,Ifrit's Horn,btltbl.bin,1E22,0A 00,10,Sell Price
49,Ifrit's Horn,btltbl.bin,1E24,70 E4,58480,???
49,Ifrit's Horn,btltbl.bin,1E26,00 00,0,???
49,Ifrit's Horn,btltbl.bin,1E28,B2 04 00 00,1202,Sort Order
50,Inferno Band,btltbl.bin,1E2C,50 00,80,Item Name
50,Inferno Band,btltbl.bin,1E2E,01,1,Item Icon
50,Inferno Band,btltbl.bin,1E2F,07,7,???
50,Inferno Band,btltbl.bin,1E30,00 00,0,???
50,Inferno Band,btltbl.bin,1E32,21 00,33,???
50,Inferno Band,btltbl.bin,1E34,00 00,0,Buy Price
50,Inferno Band,btltbl.bin,1E36,0A 00,10,Sell Price
50,Inferno Band,btltbl.bin,1E38,A8 E4,58536,???
50,Inferno Band,btltbl.bin,1E3A,00 00,0,???
50,Inferno Band,btltbl.bin,1E3C,B3 04 00 00,1203,Sort Order
51,White Fang,btltbl.bin,1E40,51 00,81,Item Name
51,White Fang,btltbl.bin,1E42,01,1,Item Icon
51,White Fang,btltbl.bin,1E43,07,7,???
51,White Fang,btltbl.bin,1E44,00 00,0,???
51,White Fang,btltbl.bin,1E46,22 00,34,???
51,White Fang,btltbl.bin,1E48,00 00,0,Buy Price
51,White Fang,btltbl.bin,1E4A,0A 00,10,Sell Price
51,White Fang,btltbl.bin,1E4C,D8 E4,58584,???
51,White Fang,btltbl.bin,1E4E,00 00,0,???
51,White Fang,btltbl.bin,1E50,B4 04 00 00,1204,Sort Order
52,Ray of Light,btltbl.bin,1E54,52 00,82,Item Name
52,Ray of Light,btltbl.bin,1E56,01,1,Item Icon
52,Ray of Light,btltbl.bin,1E57,07,7,???
52,Ray of Light,btltbl.bin,1E58,00 00,0,???
52,Ray of Light,btltbl.bin,1E5A,23 00,35,???
52,Ray of Light,btltbl.bin,1E5C,00 00,0,Buy Price
52,Ray of Light,btltbl.bin,1E5E,0A 00,10,Sell Price
52,Ray of Light,btltbl.bin,1E60,00 E5,58624,???
52,Ray of Light,btltbl.bin,1E62,00 00,0,???
52,Ray of Light,btltbl.bin,1E64,B5 04 00 00,1205,Sort Order
53,Holy Circlet,btltbl.bin,1E68,53 00,83,Item Name
53,Holy Circlet,btltbl.bin,1E6A,01,1,Item Icon
53,Holy Circlet,btltbl.bin,1E6B,07,7,???
53,Holy Circlet,btltbl.bin,1E6C,00 00,0,???
53,Holy Circlet,btltbl.bin,1E6E,24 00,36,???
53,Holy Circlet,btltbl.bin,1E70,00 00,0,Buy Price
53,Holy Circlet,btltbl.bin,1E72,0A 00,10,Sell Price
53,Holy Circlet,btltbl.bin,1E74,38 E5,58680,???
53,Holy Circlet,btltbl.bin,1E76,00 00,0,???
53,Holy Circlet,btltbl.bin,1E78,B6 04 00 00,1206,Sort Order
54,Raven's Claw,btltbl.bin,1E7C,54 00,84,Item Name
54,Raven's Claw,btltbl.bin,1E7E,01,1,Item Icon
54,Raven's Claw,btltbl.bin,1E7F,07,7,???
54,Raven's Claw,btltbl.bin,1E80,00 00,0,???
54,Raven's Claw,btltbl.bin,1E82,25 00,37,???
54,Raven's Claw,btltbl.bin,1E84,00 00,0,Buy Price
54,Raven's Claw,btltbl.bin,1E86,0A 00,10,Sell Price
54,Raven's Claw,btltbl.bin,1E88,78 E5,58744,???
54,Raven's Claw,btltbl.bin,1E8A,00 00,0,???
54,Raven's Claw,btltbl.bin,1E8C,B7 04 00 00,1207,Sort Order
55,Omega Arts,btltbl.bin,1E90,55 00,85,Item Name
55,Omega Arts,btltbl.bin,1E92,01,1,Item Icon
55,Omega Arts,btltbl.bin,1E93,08,8,???
55,Omega Arts,btltbl.bin,1E94,00 00,0,???
55,Omega Arts,btltbl.bin,1E96,26 00,38,???
55,Omega Arts,btltbl.bin,1E98,00 00,0,Buy Price
55,Omega Arts,btltbl.bin,1E9A,96 00,150,Sell Price
55,Omega Arts,btltbl.bin,1E9C,A8 E5,58792,???
55,Omega Arts,btltbl.bin,1E9E,00 00,0,???
55,Omega Arts,btltbl.bin,1EA0,B8 04 00 00,1208,Sort Order
56,EXP Earring,btltbl.bin,1EA4,56 00,86,Item Name
56,EXP Earring,btltbl.bin,1EA6,01,1,Item Icon
56,EXP Earring,btltbl.bin,1EA7,08,8,???
56,EXP Earring,btltbl.bin,1EA8,00 00,0,???
56,EXP Earring,btltbl.bin,1EAA,27 00,39,???
56,EXP Earring,btltbl.bin,1EAC,00 00,0,Buy Price
56,EXP Earring,btltbl.bin,1EAE,C8 00,200,Sell Price
56,EXP Earring,btltbl.bin,1EB0,C8 E5,58824,???
56,EXP Earring,btltbl.bin,1EB2,00 00,0,???
56,EXP Earring,btltbl.bin,1EB4,79 05 00 00,1401,Sort Order
57,A41,btltbl.bin,1EB8,57 00,87,Item Name
57,A41,btltbl.bin,1EBA,01,1,Item Icon
57,A41,btltbl.bin,1EBB,08,8,???
57,A41,btltbl.bin,1EBC,00 00,0,???
57,A41,btltbl.bin,1EBE,28 00,40,???
57,A41,btltbl.bin,1EC0,00 00,0,Buy Price
57,A41,btltbl.bin,1EC2,00 00,0,Sell Price
57,A41,btltbl.bin,1EC4,40 CC,52288,???
57,A41,btltbl.bin,1EC6,00 00,0,???
57,A41,btltbl.bin,1EC8,10 27 00 00,10000,Sort Order
58,EXP Ring,btltbl.bin,1ECC,58 00,88,Item Name
58,EXP Ring,btltbl.bin,1ECE,01,1,Item Icon
58,EXP Ring,btltbl.bin,1ECF,08,8,???
58,EXP Ring,btltbl.bin,1ED0,00 00,0,???
58,EXP Ring,btltbl.bin,1ED2,29 00,41,???
58,EXP Ring,btltbl.bin,1ED4,00 00,0,Buy Price
58,EXP Ring,btltbl.bin,1ED6,0A 00,10,Sell Price
58,EXP Ring,btltbl.bin,1ED8,08 E6,58888,???
58,EXP Ring,btltbl.bin,1EDA,00 00,0,???
58,EXP Ring,btltbl.bin,1EDC,7B 05 00 00,1403,Sort Order
59,EXP Bracelet,btltbl.bin,1EE0,59 00,89,Item Name
59,EXP Bracelet,btltbl.bin,1EE2,01,1,Item Icon
59,EXP Bracelet,btltbl.bin,1EE3,08,8,???
59,EXP Bracelet,btltbl.bin,1EE4,00 00,0,???
59,EXP Bracelet,btltbl.bin,1EE6,2A 00,42,???
59,EXP Bracelet,btltbl.bin,1EE8,00 00,0,Buy Price
59,EXP Bracelet,btltbl.bin,1EEA,2C 01,300,Sell Price
59,EXP Bracelet,btltbl.bin,1EEC,40 E6,58944,???
59,EXP Bracelet,btltbl.bin,1EEE,00 00,0,???
59,EXP Bracelet,btltbl.bin,1EF0,7C 05 00 00,1404,Sort Order
60,EXP Necklace,btltbl.bin,1EF4,5A 00,90,Item Name
60,EXP Necklace,btltbl.bin,1EF6,01,1,Item Icon
60,EXP Necklace,btltbl.bin,1EF7,08,8,???
60,EXP Necklace,btltbl.bin,1EF8,00 00,0,???
60,EXP Necklace,btltbl.bin,1EFA,2B 00,43,???
60,EXP Necklace,btltbl.bin,1EFC,00 00,0,Buy Price
60,EXP Necklace,btltbl.bin,1EFE,0A 00,10,Sell Price
60,EXP Necklace,btltbl.bin,1F00,98 E6,59032,???
60,EXP Necklace,btltbl.bin,1F02,00 00,0,???
60,EXP Necklace,btltbl.bin,1F04,7D 05 00 00,1405,Sort Order
61,Firagun Band,btltbl.bin,1F08,5B 00,91,Item Name
61,Firagun Band,btltbl.bin,1F0A,01,1,Item Icon
61,Firagun Band,btltbl.bin,1F0B,08,8,???
61,Firagun Band,btltbl.bin,1F0C,00 00,0,???
61,Firagun Band,btltbl.bin,1F0E,2C 00,44,???
61,Firagun Band,btltbl.bin,1F10,40 1F,8000,Buy Price
61,Firagun Band,btltbl.bin,1F12,54 01,340,Sell Price
61,Firagun Band,btltbl.bin,1F14,D0 E6,59088,???
61,Firagun Band,btltbl.bin,1F16,00 00,0,???
61,Firagun Band,btltbl.bin,1F18,F6 03 00 00,1014,Sort Order
62,Blizzagun Band,btltbl.bin,1F1C,5C 00,92,Item Name
62,Blizzagun Band,btltbl.bin,1F1E,01,1,Item Icon
62,Blizzagun Band,btltbl.bin,1F1F,08,8,???
62,Blizzagun Band,btltbl.bin,1F20,00 00,0,???
62,Blizzagun Band,btltbl.bin,1F22,2D 00,45,???
62,Blizzagun Band,btltbl.bin,1F24,40 1F,8000,Buy Price
62,Blizzagun Band,btltbl.bin,1F26,54 01,340,Sell Price
62,Blizzagun Band,btltbl.bin,1F28,20 E7,59168,???
62,Blizzagun Band,btltbl.bin,1F2A,00 00,0,???
62,Blizzagun Band,btltbl.bin,1F2C,00 04 00 00,1024,Sort Order
63,Thundagun Band,btltbl.bin,1F30,5D 00,93,Item Name
63,Thundagun Band,btltbl.bin,1F32,01,1,Item Icon
63,Thundagun Band,btltbl.bin,1F33,08,8,???
63,Thundagun Band,btltbl.bin,1F34,00 00,0,???
63,Thundagun Band,btltbl.bin,1F36,2E 00,46,???
63,Thundagun Band,btltbl.bin,1F38,40 1F,8000,Buy Price
63,Thundagun Band,btltbl.bin,1F3A,54 01,340,Sell Price
63,Thundagun Band,btltbl.bin,1F3C,70 E7,59248,???
63,Thundagun Band,btltbl.bin,1F3E,00 00,0,???
63,Thundagun Band,btltbl.bin,1F40,0A 04 00 00,1034,Sort Order
64,Ifrit Belt,btltbl.bin,1F44,5E 00,94,Item Name
64,Ifrit Belt,btltbl.bin,1F46,01,1,Item Icon
64,Ifrit Belt,btltbl.bin,1F47,08,8,???
64,Ifrit Belt,btltbl.bin,1F48,00 00,0,???
64,Ifrit Belt,btltbl.bin,1F4A,2F 00,47,???
64,Ifrit Belt,btltbl.bin,1F4C,00 00,0,Buy Price
64,Ifrit Belt,btltbl.bin,1F4E,0A 00,10,Sell Price
64,Ifrit Belt,btltbl.bin,1F50,C0 E7,59328,???
64,Ifrit Belt,btltbl.bin,1F52,00 00,0,???
64,Ifrit Belt,btltbl.bin,1F54,BB 04 00 00,1211,Sort Order
65,Shiva Belt,btltbl.bin,1F58,5F 00,95,Item Name
65,Shiva Belt,btltbl.bin,1F5A,01,1,Item Icon
65,Shiva Belt,btltbl.bin,1F5B,08,8,???
65,Shiva Belt,btltbl.bin,1F5C,00 00,0,???
65,Shiva Belt,btltbl.bin,1F5E,30 00,48,???
65,Shiva Belt,btltbl.bin,1F60,00 00,0,Buy Price
65,Shiva Belt,btltbl.bin,1F62,0A 00,10,Sell Price
65,Shiva Belt,btltbl.bin,1F64,F0 E7,59376,???
65,Shiva Belt,btltbl.bin,1F66,00 00,0,???
65,Shiva Belt,btltbl.bin,1F68,BC 04 00 00,1212,Sort Order
66,Ramuh Belt,btltbl.bin,1F6C,60 00,96,Item Name
66,Ramuh Belt,btltbl.bin,1F6E,01,1,Item Icon
66,Ramuh Belt,btltbl.bin,1F6F,08,8,???
66,Ramuh Belt,btltbl.bin,1F70,00 00,0,???
66,Ramuh Belt,btltbl.bin,1F72,31 00,49,???
66,Ramuh Belt,btltbl.bin,1F74,00 00,0,Buy Price
66,Ramuh Belt,btltbl.bin,1F76,0A 00,10,Sell Price
66,Ramuh Belt,btltbl.bin,1F78,38 E8,59448,???
66,Ramuh Belt,btltbl.bin,1F7A,00 00,0,???
66,Ramuh Belt,btltbl.bin,1F7C,BD 04 00 00,1213,Sort Order
67,Moogle Badge,btltbl.bin,1F80,61 00,97,Item Name
67,Moogle Badge,btltbl.bin,1F82,01,1,Item Icon
67,Moogle Badge,btltbl.bin,1F83,07,7,???
67,Moogle Badge,btltbl.bin,1F84,00 00,0,???
67,Moogle Badge,btltbl.bin,1F86,32 00,50,???
67,Moogle Badge,btltbl.bin,1F88,00 00,0,Buy Price
67,Moogle Badge,btltbl.bin,1F8A,C8 00,200,Sell Price
67,Moogle Badge,btltbl.bin,1F8C,68 E8,59496,???
67,Moogle Badge,btltbl.bin,1F8E,00 00,0,???
67,Moogle Badge,btltbl.bin,1F90,4D 04 00 00,1101,Sort Order
68,Cosmic Arts,btltbl.bin,1F94,62 00,98,Item Name
68,Cosmic Arts,btltbl.bin,1F96,01,1,Item Icon
68,Cosmic Arts,btltbl.bin,1F97,08,8,???
68,Cosmic Arts,btltbl.bin,1F98,00 00,0,???
68,Cosmic Arts,btltbl.bin,1F9A,33 00,51,???
68,Cosmic Arts,btltbl.bin,1F9C,00 00,0,Buy Price
68,Cosmic Arts,btltbl.bin,1F9E,2C 01,300,Sell Price
68,Cosmic Arts,btltbl.bin,1FA0,A0 E8,59552,???
68,Cosmic Arts,btltbl.bin,1FA2,00 00,0,???
68,Cosmic Arts,btltbl.bin,1FA4,4E 04 00 00,1102,Sort Order
69,Royal Crown,btltbl.bin,1FA8,63 00,99,Item Name
69,Royal Crown,btltbl.bin,1FAA,01,1,Item Icon
69,Royal Crown,btltbl.bin,1FAB,08,8,???
69,Royal Crown,btltbl.bin,1FAC,00 00,0,???
69,Royal Crown,btltbl.bin,1FAE,34 00,52,???
69,Royal Crown,btltbl.bin,1FB0,00 00,0,Buy Price
69,Royal Crown,btltbl.bin,1FB2,0A 00,10,Sell Price
69,Royal Crown,btltbl.bin,1FB4,D8 E8,59608,???
69,Royal Crown,btltbl.bin,1FB6,00 00,0,???
69,Royal Crown,btltbl.bin,1FB8,B9 04 00 00,1209,Sort Order
70,Prime Cap,btltbl.bin,1FBC,64 00,100,Item Name
70,Prime Cap,btltbl.bin,1FBE,01,1,Item Icon
70,Prime Cap,btltbl.bin,1FBF,08,8,???
70,Prime Cap,btltbl.bin,1FC0,00 00,0,???
70,Prime Cap,btltbl.bin,1FC2,35 00,53,???
70,Prime Cap,btltbl.bin,1FC4,00 00,0,Buy Price
70,Prime Cap,btltbl.bin,1FC6,64 00,100,Sell Price
70,Prime Cap,btltbl.bin,1FC8,28 E9,59688,???
70,Prime Cap,btltbl.bin,1FCA,00 00,0,???
70,Prime Cap,btltbl.bin,1FCC,BA 04 00 00,1210,Sort Order
71,Obsidian Ring,btltbl.bin,1FD0,65 00,101,Item Name
71,Obsidian Ring,btltbl.bin,1FD2,01,1,Item Icon
71,Obsidian Ring,btltbl.bin,1FD3,07,7,???
71,Obsidian Ring,btltbl.bin,1FD4,00 00,0,???
71,Obsidian Ring,btltbl.bin,1FD6,36 00,54,???
71,Obsidian Ring,btltbl.bin,1FD8,E8 03,1000,Buy Price
71,Obsidian Ring,btltbl.bin,1FDA,C8 00,200,Sell Price
71,Obsidian Ring,btltbl.bin,1FDC,58 E9,59736,???
71,Obsidian Ring,btltbl.bin,1FDE,00 00,0,???
71,Obsidian Ring,btltbl.bin,1FE0,1A 04 00 00,1050,Sort Order
72,A56,btltbl.bin,1FE4,66 00,102,Item Name
72,A56,btltbl.bin,1FE6,01,1,Item Icon
72,A56,btltbl.bin,1FE7,07,7,???
72,A56,btltbl.bin,1FE8,00 00,0,???
72,A56,btltbl.bin,1FEA,37 00,55,???
72,A56,btltbl.bin,1FEC,00 00,0,Buy Price
72,A56,btltbl.bin,1FEE,00 00,0,Sell Price
72,A56,btltbl.bin,1FF0,40 CC,52288,???
72,A56,btltbl.bin,1FF2,00 00,0,???
72,A56,btltbl.bin,1FF4,10 27 00 00,10000,Sort Order
73,A57,btltbl.bin,1FF8,67 00,103,Item Name
73,A57,btltbl.bin,1FFA,01,1,Item Icon
73,A57,btltbl.bin,1FFB,07,7,???
73,A57,btltbl.bin,1FFC,00 00,0,???
73,A57,btltbl.bin,1FFE,38 00,56,???
73,A57,btltbl.bin,2000,00 00,0,Buy Price
73,A57,btltbl.bin,2002,00 00,0,Sell Price
73,A57,btltbl.bin,2004,40 CC,52288,???
73,A57,btltbl.bin,2006,00 00,0,???
73,A57,btltbl.bin,2008,10 27 00 00,10000,Sort Order
74,A58,btltbl.bin,200C,68 00,104,Item Name
74,A58,btltbl.bin,200E,01,1,Item Icon
74,A58,btltbl.bin,200F,07,7,???
74,A58,btltbl.bin,2010,00 00,0,???
74,A58,btltbl.bin,2012,39 00,57,???
74,A58,btltbl.bin,2014,00 00,0,Buy Price
74,A58,btltbl.bin,2016,00 00,0,Sell Price
74,A58,btltbl.bin,2018,40 CC,52288,???
74,A58,btltbl.bin,201A,00 00,0,???
74,A58,btltbl.bin,201C,10 27 00 00,10000,Sort Order
75,A59,btltbl.bin,2020,69 00,105,Item Name
75,A59,btltbl.bin,2022,01,1,Item Icon
75,A59,btltbl.bin,2023,07,7,???
75,A59,btltbl.bin,2024,00 00,0,???
75,A59,btltbl.bin,2026,3A 00,58,???
75,A59,btltbl.bin,2028,00 00,0,Buy Price
75,A59,btltbl.bin,202A,00 00,0,Sell Price
75,A59,btltbl.bin,202C,40 CC,52288,???
75,A59,btltbl.bin,202E,00 00,0,???
75,A59,btltbl.bin,2030,10 27 00 00,10000,Sort Order
76,A60,btltbl.bin,2034,6A 00,106,Item Name
76,A60,btltbl.bin,2036,01,1,Item Icon
76,A60,btltbl.bin,2037,07,7,???
76,A60,btltbl.bin,2038,00 00,0,???
76,A60,btltbl.bin,203A,3B 00,59,???
76,A60,btltbl.bin,203C,00 00,0,Buy Price
76,A60,btltbl.bin,203E,00 00,0,Sell Price
76,A60,btltbl.bin,2040,40 CC,52288,???
76,A60,btltbl.bin,2042,00 00,0,???
76,A60,btltbl.bin,2044,10 27 00 00,10000,Sort Order
77,A61,btltbl.bin,2048,6B 00,107,Item Name
77,A61,btltbl.bin,204A,01,1,Item Icon
77,A61,btltbl.bin,204B,07,7,???
77,A61,btltbl.bin,204C,00 00,0,???
77,A61,btltbl.bin,204E,3C 00,60,???
77,A61,btltbl.bin,2050,00 00,0,Buy Price
77,A61,btltbl.bin,2052,00 00,0,Sell Price
77,A61,btltbl.bin,2054,40 CC,52288,???
77,A61,btltbl.bin,2056,00 00,0,???
77,A61,btltbl.bin,2058,10 27 00 00,10000,Sort Order
78,A62,btltbl.bin,205C,6C 00,108,Item Name
78,A62,btltbl.bin,205E,01,1,Item Icon
78,A62,btltbl.bin,205F,07,7,???
78,A62,btltbl.bin,2060,00 00,0,???
78,A62,btltbl.bin,2062,3D 00,61,???
78,A62,btltbl.bin,2064,00 00,0,Buy Price
78,A62,btltbl.bin,2066,00 00,0,Sell Price
78,A62,btltbl.bin,2068,40 CC,52288,???
78,A62,btltbl.bin,206A,00 00,0,???
78,A62,btltbl.bin,206C,10 27 00 00,10000,Sort Order
79,A63,btltbl.bin,2070,6D 00,109,Item Name
79,A63,btltbl.bin,2072,01,1,Item Icon
79,A63,btltbl.bin,2073,07,7,???
79,A63,btltbl.bin,2074,00 00,0,???
79,A63,btltbl.bin,2076,3E 00,62,???
79,A63,btltbl.bin,2078,00 00,0,Buy Price
79,A63,btltbl.bin,207A,00 00,0,Sell Price
79,A63,btltbl.bin,207C,40 CC,52288,???
79,A63,btltbl.bin,207E,00 00,0,???
79,A63,btltbl.bin,2080,10 27 00 00,10000,Sort Order
80,A64,btltbl.bin,2084,6E 00,110,Item Name
80,A64,btltbl.bin,2086,01,1,Item Icon
80,A64,btltbl.bin,2087,07,7,???
80,A64,btltbl.bin,2088,00 00,0,???
80,A64,btltbl.bin,208A,3F 00,63,???
80,A64,btltbl.bin,208C,00 00,0,Buy Price
80,A64,btltbl.bin,208E,00 00,0,Sell Price
80,A64,btltbl.bin,2090,40 CC,52288,???
80,A64,btltbl.bin,2092,00 00,0,???
80,A64,btltbl.bin,2094,10 27 00 00,10000,Sort Order
81,Kingdom Key,btltbl.bin,2098,6F 00,111,Item Name
81,Kingdom Key,btltbl.bin,209A,02,2,Item Icon
81,Kingdom Key,btltbl.bin,209B,08,8,???
81,Kingdom Key,btltbl.bin,209C,00 00,0,???
81,Kingdom Key,btltbl.bin,209E,01 00,1,???
81,Kingdom Key,btltbl.bin,20A0,00 00,0,Buy Price
81,Kingdom Key,btltbl.bin,20A2,00 00,0,Sell Price
81,Kingdom Key,btltbl.bin,20A4,A0 E9,59808,???
81,Kingdom Key,btltbl.bin,20A6,00 00,0,???
81,Kingdom Key,btltbl.bin,20A8,DD 05 00 00,1501,Sort Order
82,Dream Sword,btltbl.bin,20AC,70 00,112,Item Name
82,Dream Sword,btltbl.bin,20AE,02,2,Item Icon
82,Dream Sword,btltbl.bin,20AF,08,8,???
82,Dream Sword,btltbl.bin,20B0,00 00,0,???
82,Dream Sword,btltbl.bin,20B2,02 00,2,???
82,Dream Sword,btltbl.bin,20B4,00 00,0,Buy Price
82,Dream Sword,btltbl.bin,20B6,00 00,0,Sell Price
82,Dream Sword,btltbl.bin,20B8,B8 CD,52664,???
82,Dream Sword,btltbl.bin,20BA,00 00,0,???
82,Dream Sword,btltbl.bin,20BC,DE 05 00 00,1502,Sort Order
83,Dream Shield,btltbl.bin,20C0,71 00,113,Item Name
83,Dream Shield,btltbl.bin,20C2,02,2,Item Icon
83,Dream Shield,btltbl.bin,20C3,08,8,???
83,Dream Shield,btltbl.bin,20C4,00 00,0,???
83,Dream Shield,btltbl.bin,20C6,03 00,3,???
83,Dream Shield,btltbl.bin,20C8,00 00,0,Buy Price
83,Dream Shield,btltbl.bin,20CA,00 00,0,Sell Price
83,Dream Shield,btltbl.bin,20CC,B8 CD,52664,???
83,Dream Shield,btltbl.bin,20CE,00 00,0,???
83,Dream Shield,btltbl.bin,20D0,DF 05 00 00,1503,Sort Order
84,Dream Rod,btltbl.bin,20D4,72 00,114,Item Name
84,Dream Rod,btltbl.bin,20D6,02,2,Item Icon
84,Dream Rod,btltbl.bin,20D7,08,8,???
84,Dream Rod,btltbl.bin,20D8,00 00,0,???
84,Dream Rod,btltbl.bin,20DA,04 00,4,???
84,Dream Rod,btltbl.bin,20DC,00 00,0,Buy Price
84,Dream Rod,btltbl.bin,20DE,00 00,0,Sell Price
84,Dream Rod,btltbl.bin,20E0,B8 CD,52664,???
84,Dream Rod,btltbl.bin,20E2,00 00,0,???
84,Dream Rod,btltbl.bin,20E4,E0 05 00 00,1504,Sort Order
85,Wooden Sword,btltbl.bin,20E8,73 00,115,Item Name
85,Wooden Sword,btltbl.bin,20EA,02,2,Item Icon
85,Wooden Sword,btltbl.bin,20EB,08,8,???
85,Wooden Sword,btltbl.bin,20EC,00 00,0,???
85,Wooden Sword,btltbl.bin,20EE,05 00,5,???
85,Wooden Sword,btltbl.bin,20F0,00 00,0,Buy Price
85,Wooden Sword,btltbl.bin,20F2,00 00,0,Sell Price
85,Wooden Sword,btltbl.bin,20F4,E0 E9,59872,???
85,Wooden Sword,btltbl.bin,20F6,00 00,0,???
85,Wooden Sword,btltbl.bin,20F8,E1 05 00 00,1505,Sort Order
86,Jungle King,btltbl.bin,20FC,74 00,116,Item Name
86,Jungle King,btltbl.bin,20FE,02,2,Item Icon
86,Jungle King,btltbl.bin,20FF,08,8,???
86,Jungle King,btltbl.bin,2100,00 00,0,???
86,Jungle King,btltbl.bin,2102,06 00,6,???
86,Jungle King,btltbl.bin,2104,00 00,0,Buy Price
86,Jungle King,btltbl.bin,2106,00 00,0,Sell Price
86,Jungle King,btltbl.bin,2108,F0 E9,59888,???
86,Jungle King,btltbl.bin,210A,00 00,0,???
86,Jungle King,btltbl.bin,210C,E2 05 00 00,1506,Sort Order
87,Three Wishes,btltbl.bin,2110,75 00,117,Item Name
87,Three Wishes,btltbl.bin,2112,02,2,Item Icon
87,Three Wishes,btltbl.bin,2113,08,8,???
87,Three Wishes,btltbl.bin,2114,00 00,0,???
87,Three Wishes,btltbl.bin,2116,07 00,7,???
87,Three Wishes,btltbl.bin,2118,00 00,0,Buy Price
87,Three Wishes,btltbl.bin,211A,00 00,0,Sell Price
87,Three Wishes,btltbl.bin,211C,20 EA,59936,???
